"","Sample.name","Sex","Biosample.ID","Population.code","Population.name","Superpopulation.code","Superpopulation.name","Population.elastic.ID","Data.collections"
"1188","NA19239","male","SAME125081","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 2,The Human Genome Structural Variation Consortium,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1255","NA19247","female","SAME123691","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1192","NA19309","male","SAME124984","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1131","NA19312","male","SAME123315","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1196","NA19316","female","SAME123311","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1133","NA19317","male","SAME123312","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 3,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1198","NA19323","female","SAME123471","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"1135","NA19324","female","SAME123472","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1200","NA19328","female","SAME123463","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1137","NA19331","male","SAME123250","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 3,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1202","NA19347","male","SAME124340","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 3,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1139","NA19350","male","SAME122853","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1141","NA19355","female","SAME124077","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1143","NA19374","male","SAME125115","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1208","NA19378","female","SAME125091","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"1145","NA19379","female","SAME125092","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1210","NA19380","male","SAME124276","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1212","NA19385","male","SAME124271","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1149","NA19393","male","SAME124496","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1214","NA19397","male","SAME124492","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1153","NA19401","female","SAME123634","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1216","NA19429","male","SAME124037","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1218","NA19431","female","SAME123853","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1220","NA19436","female","SAME123852","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1157","NA19437","female","SAME123851","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1222","NA19443","male","SAME122954","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1224","NA19448","male","SAME122945","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1161","NA19449","female","SAME122946","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1163","NA19451","male","SAME125415","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1226","NA19455","male","SAME125411","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1165","NA19456","female","SAME125410","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1228","NA19462","female","SAME123296","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1167","NA19463","female","SAME123297","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1230","NA19467","female","SAME123295","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1169","NA19468","female","SAME123299","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1232","NA19474","female","SAME123122","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1173","NA19475","female","SAME123121","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"1234","NA19652","male","SAME124978","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1236","NA19657","female","SAME123129","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1177","NA19658","male","SAME123132","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1238","NA19664","male","SAME122955","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1240","NA19669","female","SAME123903","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1244","NA19676","male","SAME122790","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1227","NA19684","female","SAME122941","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1324","NA19703","male","SAME124230","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1229","NA19704","female","SAME124236","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1231","NA19711","male","SAME124446","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1233","NA19716","female","SAME124450","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1328","NA19722","female","SAME124696","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1235","NA19723","male","SAME124695","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1237","NA19728","female","SAME124702","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1332","NA19734","female","SAME124873","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1241","NA19735","male","SAME124874","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1334","NA19741","male","SAME124718","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1288","NA19746","female","SAME123502","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1187","NA19747","male","SAME123501","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1292","NA19758","female","SAME123706","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1191","NA19759","male","SAME123707","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1193","NA19761","female","SAME123894","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1197","NA19773","female","SAME124067","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1298","NA19777","male","SAME124063","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1201","NA19780","male","SAME123147","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1203","NA19785","female","SAME123150","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1302","NA19789","male","SAME123152","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1205","NA19792","male","SAME123327","MXL","Mexican Ancestry","AMR","American Ancestry","MXL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"1270","NA19835","female","SAME125029","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1272","NA19900","male","SAME125050","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1211","NA19901","female","SAME125049","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1213","NA19913","female","SAME124432","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"1276","NA19917","female","SAME125272","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1217","NA19920","male","SAME124713","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1219","NA19982","male","SAME124293","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1282","NA20274","female","SAME123615","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"1286","NA20281","male","SAME124584","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1223","NA20282","female","SAME124583","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1275","NA20287","female","SAME124580","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1277","NA20294","female","SAME124776","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1336","NA20298","male","SAME124382","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1279","NA20299","female","SAME124381","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1283","NA20314","female","SAME125304","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1342","NA20318","male","SAME123802","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"1344","NA20320","female","SAME123997","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"1287","NA20321","female","SAME123996","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"1346","NA20332","female","SAME124198","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1291","NA20340","male","SAME124400","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1354","NA20351","male","SAME124596","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1356","NA20356","male","SAME124598","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1315","NA20357","female","SAME124599","ASW","African Ancestry SW","AFR","African Ancestry","ASW","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1362","NA20503","female","SAME124357","TSI","Toscani","EUR","European Ancestry","TSI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1319","NA20504","female","SAME124360","TSI","Toscani","EUR","European Ancestry","TSI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1364","NA20508","female","SAME124355","TSI","Toscani","EUR","European Ancestry","TSI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1321","NA20509","male","SAME124354","TSI","Toscani","EUR","European Ancestry","TSI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 2,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
